Source_HUGO	Source_Entrez	Target_HUGO	Target_Entrez
TLX2	3196	RAP1B	5908
TLX2	3196	IKBIP	121457
TGIF1	7050	CAPZA1	829
TFAP4	7023	TRAM1	23471
TFAP4	7023	TARSL2	123283
TFAP4	7023	OST4	100128731
TFAP2C	7022	VEGFA	7422
TFAP2C	7022	TRAM1	23471
TFAP2C	7022	TARSL2	123283
TFAP2C	7022	SPAG4	6676
TFAP2C	7022	SEP15	9403
TFAP2C	7022	PPIA	5478
TFAP2C	7022	POLR2L	5441
TFAP2C	7022	MRPS12	6183
TFAP2C	7022	MRPL36	64979
TFAP2C	7022	MMP11	4320
TFAP2C	7022	IKBIP	121457
TFAP2C	7022	GLA	2717
TFAP2C	7022	C2orf28	51374
TFAP2C	7022	ARF4	378
TFAP2A	7020	ZNF33A	7581
TFAP2A	7020	TUBA1C	84790
TFAP2A	7020	TRAM1	23471
TFAP2A	7020	TPM4	7171
TFAP2A	7020	TARSL2	123283
TFAP2A	7020	SPAG4	6676
TFAP2A	7020	SEP15	9403
TFAP2A	7020	PRDX4	10549
TFAP2A	7020	PPIA	5478
TFAP2A	7020	PLP2	5355
TFAP2A	7020	PDIA6	10130
TFAP2A	7020	NXT1	29107
TFAP2A	7020	MRPL36	64979
TFAP2A	7020	MMP11	4320
TFAP2A	7020	JMY	133746
TFAP2A	7020	IKBIP	121457
TFAP2A	7020	GLA	2717
TFAP2A	7020	FAM190B	54462
TFAP2A	7020	CCNB1	891
TFAP2A	7020	C2orf28	51374
TFAP2A	7020	C19orf10	56005
TCF3	6929	TMEM106C	79022
TCF3	6929	CLIC1	1192
TBP	6908	TUBA1C	84790
TBP	6908	MMP11	4320
TBP	6908	LOX	4015
TBP	6908	ATP6V1C2	245973
STAT6	6778	PCOLCE	5118
STAT6	6778	HNRNPA3P1	10151
STAT4	6775	PCOLCE	5118
STAT4	6775	HNRNPA3P1	10151
STAT3	6774	PCOLCE	5118
STAT3	6774	LOX	4015
STAT3	6774	HNRNPA3P1	10151
STAT2	6773	ZRANB1	54764
STAT2	6773	TRAM1	23471
STAT2	6773	PGK1	5230
STAT2	6773	PCOLCE	5118
STAT2	6773	LOX	4015
STAT2	6773	HNRNPA3P1	10151
STAT1	6772	ZRANB1	54764
STAT1	6772	VEGFA	7422
STAT1	6772	TRAM1	23471
STAT1	6772	SPAG4	6676
STAT1	6772	RAP1B	5908
STAT1	6772	PGK1	5230
STAT1	6772	PCOLCE	5118
STAT1	6772	LOX	4015
STAT1	6772	LOC541471	541471
STAT1	6772	HNRNPA3P1	10151
STAT1	6772	CPEB3	22849
SRF	6722	TPM4	7171
SRF	6722	TMEM106C	79022
SRF	6722	OST4	100128731
SRF	6722	LYPLA1	10434
SRF	6722	GCSH	2653
SREBF2	6721	RPA3	6119
SREBF2	6721	GLA	2717
SREBF1	6720	RPA3	6119
SREBF1	6720	GLA	2717
SPI1	6688	VKORC1	79001
SPI1	6688	UPF2	26019
SPI1	6688	SNRPD2	6633
SPI1	6688	RPL41	6171
SPI1	6688	RAB32	10981
SPI1	6688	PLP2	5355
SPI1	6688	LOC541471	541471
SPI1	6688	JMY	133746
SPI1	6688	GPN1	11321
SPI1	6688	COMMD10	51397
SPI1	6688	CLIC1	1192
SPI1	6688	C19orf10	56005
SP1	6667	UPF2	26019
SP1	6667	TUBA1C	84790
SP1	6667	TPM4	7171
SP1	6667	TBL2	26608
SP1	6667	SNRPD2	6633
SP1	6667	SEP15	9403
SP1	6667	PPIA	5478
SP1	6667	POLR2L	5441
SP1	6667	PLP2	5355
SP1	6667	PGK1	5230
SP1	6667	PDIA6	10130
SP1	6667	NXT1	29107
SP1	6667	MMP11	4320
SP1	6667	LOX	4015
SP1	6667	LDHA	3939
SP1	6667	GCSH	2653
SP1	6667	DYNC1H1	1778
SP1	6667	CLIC1	1192
SP1	6667	CCNB1	891
SP1	6667	CAPZA1	829
SP1	6667	CALU	813
SP1	6667	ATP6V1C2	245973
SMAD3	4088	VEGFA	7422
RXRA	6256	PLIN2	123
RXRA	6256	CLIC1	1192
RREB1	6239	PTX3	5806
RORA	6095	PCOLCE	5118
RORA	6095	GLA	2717
RORA	6095	CPEB3	22849
RORA	6095	C5orf62	85027
RORA	6095	ATP5J2	9551
RFX1	5989	VEGFA	7422
RFX1	5989	SPAG4	6676
RFX1	5989	CCNB1	891
REST	5978	CPEB3	22849
RELA	5970	VEGFA	7422
RELA	5970	PTX3	5806
RELA	5970	OST4	100128731
REL	5966	OST4	100128731
REL	5966	DDOST	1650
RARA	5914	VEGFA	7422
PPARG	5468	TXNDC5	81567
6256	6256	TXNDC5	81567
PPARG	5468	PLIN2	123
6256	6256	PLIN2	123
PPARG	5468	CLIC1	1192
6256	6256	CLIC1	1192
PPARG	5468	VEGFA	7422
PPARG	5468	PGK1	5230
PPARG	5468	GPN1	11321
PPARG	5468	DDOST	1650
PPARG	5468	CPEB3	22849
PPARD	5467	VEGFA	7422
PPARA	5465	VEGFA	7422
POU5F1	5460	WBP11P1	441818
POU3F3	5455	WBP11P1	441818
POU3F2	5454	ZRANB1	54764
POU3F2	5454	WBP11P1	441818
POU3F2	5454	ATP5J2	9551
POU3F1	5453	WBP11P1	441818
POU2F2	5452	WBP11P1	441818
POU2F1	5451	ZRANB1	54764
POU2F1	5451	WBP11P1	441818
POU2F1	5451	SNRPD2	6633
POU2F1	5451	LOX	4015
POU2F1	5451	CAPZA1	829
PGR	5241	VEGFA	7422
PAX6	5080	VEGFA	7422
PAX6	5080	TXNDC5	81567
PAX6	5080	SEP15	9403
PAX5	5079	FAM190B	54462
PAX5	5079	CLIC1	1192
PAX5	5079	CKLF	51192
PAX2	5076	GLA	2717
PATZ1	23598	GBAS	2631
PATZ1	23598	CPEB3	22849
NR3C1	2908	PTX3	5806
NR3C1	2908	PDIA6	10130
NR3C1	2908	GLA	2717
NR3C1	2908	DYNC1H1	1778
NR2F2	7026	SNRPD2	6633
NR2F2	7026	PPIA	5478
NR2F2	7026	HNRNPA3P1	10151
NR2F1	7025	TPM4	7171
NKX6-1	4825	WBP11P1	441818
NKX6-1	4825	RPA3	6119
NKX3-1	4824	CPEB3	22849
NKX2-2	4821	CPEB3	22849
NFYC	4802	GGH	8836
NFYB	4801	GGH	8836
NFYA	4800	ZNF90	7643
NFYA	4800	VKORC1	79001
NFYA	4800	TUBA1C	84790
NFYA	4800	SNRPD2	6633
NFYA	4800	PDIA6	10130
NFYA	4800	MRPS12	6183
NFYA	4800	GGH	8836
NFYA	4800	GCSH	2653
NFYA	4800	CCNB1	891
NFYA	4800	CCDC109B	55013
NFYA	4800	CALU	813
NFKB1	4790	PTX3	5806
NFKB1	4790	OST4	100128731
NFIL3	4783	PGK1	5230
NFIC	4782	TARSL2	123283
NFIC	4782	PGK1	5230
NFIC	4782	FRY	10129
NFIC	4782	C2orf28	51374
NFE2	4778	PCOLCE	5118
NFE2	4778	LOC407835	407835
NFE2	4778	DYNC1H1	1778
NFATC4	4776	C5orf62	85027
NFATC3	4775	C5orf62	85027
NFATC2	4773	C5orf62	85027
NFATC1	4772	C5orf62	85027
MZF1	7593	LOX	4015
MZF1	7593	CPEB3	22849
MYC	4609	VEGFA	7422
MYC	4609	UPF2	26019
MYC	4609	TUBA1C	84790
MYC	4609	RFC2	5982
MYC	4609	PRDX4	10549
MYC	4609	POLR2L	5441
MYC	4609	PLP2	5355
MYC	4609	PA2G4P4	647033
MYC	4609	MRPL36	64979
MYC	4609	LYPLA1	10434
MYC	4609	LGALS1	3956
MYC	4609	KDELR2	11014
MYC	4609	JMY	133746
MYC	4609	GLA	2717
MYC	4609	GCSH	2653
MYC	4609	FRY	10129
MYC	4609	COMMD10	51397
MYC	4609	CLIC1	1192
MYC	4609	CCNB1	891
MYC	4609	CAPZA1	829
MYC	4609	C2orf28	51374
MYC	4609	C19orf10	56005
MYB	4602	TXNDC5	81567
MYB	4602	OST4	100128731
MXI1	4601	UPF2	26019
23601	23601	UPF2	26019
MXI1	4601	TXNDC5	81567
23601	23601	TXNDC5	81567
MXI1	4601	PRDX4	10549
23601	23601	PRDX4	10549
MXI1	4601	PPIA	5478
23601	23601	PPIA	5478
MXI1	4601	POLR2L	5441
23601	23601	POLR2L	5441
MXI1	4601	PLIN2	123
23601	23601	PLIN2	123
MXI1	4601	NXT1	29107
23601	23601	NXT1	29107
MXI1	4601	MRPL36	64979
23601	23601	MRPL36	64979
MXI1	4601	LDHA	3939
23601	23601	LDHA	3939
MXI1	4601	JMY	133746
23601	23601	JMY	133746
MXI1	4601	GCSH	2653
23601	23601	GCSH	2653
MXI1	4601	DDOST	1650
23601	23601	DDOST	1650
MXI1	4601	COMMD10	51397
23601	23601	COMMD10	51397
MXI1	4601	CLIC1	1192
23601	23601	CLIC1	1192
MXI1	4601	CKLF	51192
23601	23601	CKLF	51192
MXI1	4601	CCNB1	891
23601	23601	CCNB1	891
MIF	4282	VEGFA	7422
MIF	4282	UPF2	26019
MIF	4282	SPAG4	6676
MEIS1	4211	SCAPER	49855
MEIS1	4211	OST4	100128731
MEF2A	4205	ZRANB1	54764
MEF2A	4205	ZMYND11	10771
MEF2A	4205	VKORC1	79001
MEF2A	4205	FAM190B	54462
MAX	4149	UPF2	26019
MAX	4149	TUBA1C	84790
MAX	4149	SPAG4	6676
MAX	4149	RPA3	6119
MAX	4149	RARRES1	5918
MAX	4149	PRDX4	10549
MAX	4149	POLR2L	5441
MAX	4149	PLIN2	123
MAX	4149	PGK1	5230
MAX	4149	PDIA6	10130
MAX	4149	PA2G4P4	647033
MAX	4149	NXT1	29107
MAX	4149	NACAP1	83955
MAX	4149	MRPL36	64979
MAX	4149	LOC541471	541471
MAX	4149	LDHA	3939
MAX	4149	KDELR2	11014
MAX	4149	GUSB	2990
MAX	4149	GPN1	11321
MAX	4149	GLB1	2720
MAX	4149	GLA	2717
MAX	4149	GCSH	2653
MAX	4149	DDOST	1650
MAX	4149	COMMD10	51397
MAX	4149	CLIC1	1192
MAX	4149	CKLF	51192
MAX	4149	CCNB1	891
MAX	4149	C2orf28	51374
MAX	4149	C19orf10	56005
MAX	4149	ARF4	378
LMO2	4005	OST4	100128731
KLF12	11278	TRAM1	23471
KLF12	11278	PRDX4	10549
KLF12	11278	CKLF	51192
JUND	3727	SLAMF9	89886
JUND	3727	PLP2	5355
JUND	3727	LOC541471	541471
JUND	3727	FAM71D	161142
JUND	3727	FAM190B	54462
JUND	3727	CLIC1	1192
JUNB	3726	SLAMF9	89886
JUNB	3726	PLP2	5355
JUNB	3726	LOC541471	541471
JUNB	3726	FAM71D	161142
JUNB	3726	FAM190B	54462
JUNB	3726	CLIC1	1192
JUN	3725	SLAMF9	89886
JUN	3725	RAP1B	5908
JUN	3725	PTX3	5806
JUN	3725	PLP2	5355
JUN	3725	LOX	4015
JUN	3725	LOC541471	541471
JUN	3725	GPN1	11321
JUN	3725	FAM71D	161142
JUN	3725	FAM190B	54462
JUN	3725	CLIC1	1192
JUN	3725	C19orf10	56005
JUN	3725	ATP6V1C2	245973
IRF1	3659	IKBIP	121457
HSF2	3298	CPEB3	22849
HOXA9	3205	SCAPER	49855
HNF4A	3172	VEGFA	7422
HNF4A	3172	TPM4	7171
HNF4A	3172	SNRPD2	6633
HNF4A	3172	PA2G4P4	647033
HNF1A	6927	CLIC1	1192
HLF	3131	RPA3	6119
HIF1A	3091	PLIN2	123
HIF1A	3091	PGK1	5230
HIF1A	3091	LDHA	3939
GATA1	2623	VKORC1	79001
GABPA	2551	SNRPD2	6633
GABPA	2551	RPL41	6171
GABPA	2551	RFC2	5982
GABPA	2551	RAP1B	5908
GABPA	2551	PGK1	5230
GABPA	2551	PDIA6	10130
GABPA	2551	OST4	100128731
GABPA	2551	NXT1	29107
GABPA	2551	MRPS12	6183
GABPA	2551	GPN1	11321
GABPA	2551	EDEM2	55741
GABPA	2551	CPEB3	22849
GABPA	2551	CKLF	51192
GABPA	2551	C2orf28	51374
GABPA	2551	ARF4	378
GABPA	2551	AP2S1	1175
FOXO4	4303	POLR2L	5441
FOXO4	4303	LOX	4015
FOXO3B	2310	SLAMF9	89886
FOXO3B	2310	LOX	4015
FOXO3	2309	SLAMF9	89886
FOXO3	2309	LOX	4015
FOXO1	2308	SLAMF9	89886
FOXL1	2300	WBP11P1	441818
FOXJ2	55810	EDARADD	128178
FOXI1	2299	FRY	10129
FOXI1	2299	CPEB3	22849
FOXD1	2297	GLA	2717
FOXD1	2297	COMMD10	51397
FOXC1	2296	OST4	100128731
FOXA2	3170	PA2G4P4	647033
FOXA2	3170	GGH	8836
FOXA2	3170	CLIC1	1192
FOXA1	3169	MRPL36	64979
FOXA1	3169	FAM190B	54462
FOSL1	8061	SLAMF9	89886
FOSL1	8061	PLP2	5355
FOSL1	8061	LOC541471	541471
FOSL1	8061	FAM71D	161142
FOSL1	8061	CLIC1	1192
FOSB	2354	SLAMF9	89886
FOSB	2354	PLP2	5355
FOSB	2354	LOC541471	541471
FOSB	2354	FAM71D	161142
FOSB	2354	FAM190B	54462
FOSB	2354	CLIC1	1192
FOS	2353	VEGFA	7422
FOS	2353	SLAMF9	89886
FOS	2353	PLP2	5355
FOS	2353	FAM190B	54462
ETV4	2118	LOX	4015
ESR1	2099	PA2G4P4	647033
EP300	2033	UPF2	26019
ELK1	2002	VEGFA	7422
ELK1	2002	PA2G4P4	647033
ELK1	2002	LYPLA1	10434
ELK1	2002	AP2S1	1175
EGR3	1960	DDOST	1650
EGR1	1958	ZNF33A	7581
EGR1	1958	VEGFA	7422
EGR1	1958	TUBA1C	84790
EGR1	1958	TRAM1	23471
EGR1	1958	TPM4	7171
EGR1	1958	TBL2	26608
EGR1	1958	TARSL2	123283
EGR1	1958	POLR2L	5441
EGR1	1958	PDIA6	10130
EGR1	1958	PCOLCE	5118
EGR1	1958	MRPL36	64979
EGR1	1958	KDELR3	11015
EGR1	1958	JMY	133746
EGR1	1958	GCSH	2653
EGR1	1958	FAM190B	54462
EGR1	1958	EDEM2	55741
EGR1	1958	C19orf10	56005
EGR1	1958	ANKRD26	22852
EBF1	1879	TUBA1C	84790
EBF1	1879	RFC2	5982
EBF1	1879	LGALS1	3956
EBF1	1879	IKBIP	121457
EBF1	1879	CLIC1	1192
E2F7	144455	CLIC1	1192
E2F6	1876	CLIC1	1192
E2F5	1875	CLIC1	1192
E2F4	1874	TBL2	26608
E2F4	1874	RPA3	6119
E2F4	1874	RFC2	5982
E2F4	1874	PPIA	5478
E2F4	1874	NXT1	29107
E2F4	1874	LGALS1	3956
E2F4	1874	CLIC1	1192
E2F3	1871	CLIC1	1192
E2F2	1870	PCOLCE	5118
E2F2	1870	CLIC1	1192
E2F1	1869	ZMYND11	10771
E2F1	1869	TMEM106C	79022
E2F1	1869	RPA3	6119
E2F1	1869	RFC2	5982
E2F1	1869	PCOLCE	5118
E2F1	1869	NXT1	29107
E2F1	1869	MRPL36	64979
E2F1	1869	JMY	133746
E2F1	1869	GBAS	2631
E2F1	1869	EDARADD	128178
E2F1	1869	CNIH4	29097
E2F1	1869	CCDC109B	55013
E2F1	1869	ANKRD26	22852
DDIT3	1649	RPA3	6119
DDIT3	1649	C2orf28	51374
DDIT3	1649	ARF4	378
DDIT3	1649	AP2S1	1175
CUX1	1523	ZRANB1	54764
CUX1	1523	RPA3	6119
CUX1	1523	RAP1B	5908
CUX1	1523	LOC728643	728643
CUX1	1523	C2orf28	51374
CTCF	10664	VKORC1	79001
CTCF	10664	VEGFA	7422
CTCF	10664	TUBA1C	84790
CTCF	10664	TRAM1	23471
CTCF	10664	TPM4	7171
CTCF	10664	SNRPD2	6633
CTCF	10664	SCAPER	49855
CTCF	10664	RAB32	10981
CTCF	10664	PGK1	5230
CTCF	10664	NXT1	29107
CTCF	10664	MRPL36	64979
CTCF	10664	MMP11	4320
CTCF	10664	LOX	4015
CTCF	10664	LGALS1	3956
CTCF	10664	IKBIP	121457
CTCF	10664	GGH	8836
CTCF	10664	FAM190B	54462
CTCF	10664	DYNC1H1	1778
CTCF	10664	CPEB3	22849
CTCF	10664	CLIC1	1192
CTCF	10664	C5orf62	85027
CREB1	1385	VEGFA	7422
CREB1	1385	PRDX4	10549
CREB1	1385	GPN1	11321
CEBPB	1051	RARRES1	5918
CEBPB	1051	PRDX4	10549
CEBPB	1051	LOX	4015
CEBPA	1050	TXNDC5	81567
CEBPA	1050	RPA3	6119
CEBPA	1050	MMP11	4320
CEBPA	1050	DYNC1H1	1778
CEBPA	1050	CCNB1	891
CEBPA	1050	C2orf28	51374
CEBPA	1050	ARF4	378
CEBPA	1050	AP2S1	1175
CDC5L	988	TNRC6C	57690
CDC5L	988	CPEB3	22849
BHLHE40	8553	JMY	133746
BACH2	60468	PLP2	5355
BACH2	60468	LOC541471	541471
BACH2	60468	FAM71D	161142
BACH2	60468	CLIC1	1192
BACH1	571	PLP2	5355
BACH1	571	LOC541471	541471
BACH1	571	FAM190B	54462
BACH1	571	CLIC1	1192
BACH1	571	CAPZA1	829
ATF7	11016	TXNDC5	81567
ATF7	11016	LOX	4015
ATF7	11016	LDHA	3939
ATF7	11016	ARF4	378
ATF6	22926	TXNDC5	81567
ATF6	22926	LOX	4015
ATF6	22926	LDHA	3939
ATF6	22926	KDELR2	11014
ATF6	22926	ARF4	378
ATF5	22809	TXNDC5	81567
ATF5	22809	LOX	4015
ATF5	22809	LDHA	3939
ATF5	22809	ARF4	378
ATF4	468	TXNDC5	81567
ATF4	468	LOX	4015
ATF4	468	LDHA	3939
ATF4	468	ARF4	378
ATF3	467	TXNDC5	81567
ATF3	467	LOX	4015
ATF3	467	LDHA	3939
ATF3	467	ARF4	378
ATF2	1386	TXNDC5	81567
ATF2	1386	RAP1B	5908
ATF2	1386	PRDX4	10549
ATF2	1386	LOX	4015
ATF2	1386	LDHA	3939
ATF2	1386	ARF4	378
ATF1	466	TXNDC5	81567
ATF1	466	PGK1	5230
ATF1	466	LOX	4015
ATF1	466	ARF4	378
ARNT	405	VKORC1	79001
ARNT	405	TPM4	7171
ARNT	405	PPIA	5478
ARNT	405	PA2G4P4	647033
ARNT	405	MRPL36	64979
ARNT	405	ARF4	378
AR	367	VEGFA	7422
ALX1	8092	RPA3	6119
ALX1	8092	FRY	10129
ALX1	8092	ATP6V1C2	245973
AHR	196	TPM4	7171
AHR	196	PPIA	5478
AHR	196	PA2G4P4	647033
AHR	196	MRPL36	64979
AHR	196	ARF4	378
ATRX	546	FAM190B	54462
BRCA1	672	CCNB1	891
CSDA	8531	VEGFA	7422
DDX20	11218	SNRPD2	6633
E2F6	1876	ZMYND11	10771
EP300	2033	JMY	133746
ETS2	2114	ZMYND11	10771
EZH1	2145	ZMYND11	10771
EZH2	2146	ZMYND11	10771
GTF2H1	2965	FAM190B	54462
HDAC1	3065	ZMYND11	10771
HIF1A	3091	PGK1	5230
HIST1H1B	3009	LOX	4015
HIST1H2BJ	8970	LOX	4015
HNRNPD	3184	LDHA	3939
HTT	3064	AP2S1	1175
ING5	84289	GCSH	2653
JMY	133746	EP300	2033
JMY	133746	MDM2	4193
KAT5	10524	CCNB1	891
KAT5	10524	SNRPD2	6633
MBD2	8932	GPN1	11321
MCM2	4171	RPA3	6119
MEF2C	4208	CCNB1	891
NCOR1	9611	ZMYND11	10771
NFKBIB	4793	POLR2L	5441
NMI	9111	GCSH	2653
NR3C1	2908	IFNGR2	3460
PHB2	11331	UPF2	26019
POLR2A	5430	POLR2L	5441
POLR2B	5431	POLR2L	5441
POLR2C	5432	POLR2L	5441
POLR2D	5433	POLR2L	5441
POLR2E	5434	POLR2L	5441
POLR2H	5437	POLR2L	5441
POLR2L	5441	CCDC85B	11007
POLR2L	5441	EXOSC5	56915
POLR2L	5441	NFKBIB	4793
POLR2L	5441	NOV	4856
POLR2L	5441	POLR2A	5430
POLR2L	5441	POLR2B	5431
POLR2L	5441	POLR2C	5432
POLR2L	5441	POLR2D	5433
POLR2L	5441	POLR2E	5434
POLR2L	5441	POLR2H	5437
PTMA	5757	CCNB1	891
RB1	5925	PPIA	5478
RFC1	5981	RFC2	5982
RUNX2	860	CCNB1	891
SMAD2	4087	DYNC1H1	1778
SMAD2	4087	ZMYND11	10771
SMARCA4	6597	ZMYND11	10771
SMURF2	64750	RAP1B	5908
SNRPD1	6632	SNRPD2	6633
SUPT5H	6829	PPIA	5478
TCEA2	6919	FAM190B	54462
TCERG1	10915	TPM4	7171
TRIP6	7205	TPM4	7171
TTF2	8458	PRDX4	10549
UPF1	5976	UPF2	26019
YBX1	4904	VEGFA	7422
ZBTB16	7704	CCDC109B	55013
ZBTB16	7704	GCSH	2653
ZFP36	7538	UPF2	26019
ZFPL1	7542	ATP5J2	9551
ZMYND11	10771	BMPR1A	657
ZMYND11	10771	C11orf30	56946
ZMYND11	10771	DYNLL1	8655
ZMYND11	10771	E2F6	1876
ZMYND11	10771	ETS2	2114
ZMYND11	10771	EZH1	2145
ZMYND11	10771	EZH2	2146
ZMYND11	10771	HDAC1	3065
ZMYND11	10771	NCOR1	9611
ZMYND11	10771	SMAD2	4087
ZMYND11	10771	SMARCA4	6597
ZMYND11	10771	TRAF6	7189
ZNF33A	7581	ZAK	51776
ZNF33A	7581	ZNF33A	7581
ZNF408	79797	UPF2	26019
hsa-let-7a	NA	AP2S1	1175
hsa-let-7a	NA	CALU	813
hsa-let-7a	NA	CPEB3	22849
hsa-let-7a	NA	MMP11	4320
hsa-let-7a	NA	ZMYND11	10771
hsa-let-7b	NA	AP2S1	1175
hsa-let-7b	NA	CALU	813
hsa-let-7b	NA	CPEB3	22849
hsa-let-7b	NA	GPX7	2882
hsa-let-7b	NA	MMP11	4320
hsa-let-7c	NA	AP2S1	1175
hsa-let-7c	NA	CALU	813
hsa-let-7c	NA	CPEB3	22849
hsa-let-7c	NA	MMP11	4320
hsa-let-7c	NA	ZMYND11	10771
hsa-let-7d	NA	AP2S1	1175
hsa-let-7e	NA	AP2S1	1175
hsa-let-7e	NA	CALU	813
hsa-let-7e	NA	CPEB3	22849
hsa-let-7e	NA	MMP11	4320
hsa-let-7f	NA	AP2S1	1175
hsa-let-7f	NA	CALU	813
hsa-let-7f	NA	CPEB3	22849
hsa-let-7f	NA	MMP11	4320
hsa-let-7g	NA	AP2S1	1175
hsa-let-7g	NA	CALU	813
hsa-let-7g	NA	CPEB3	22849
hsa-let-7g	NA	MMP11	4320
hsa-let-7g	NA	PLIN2	123
hsa-let-7i	NA	CALU	813
hsa-let-7i	NA	CPEB3	22849
hsa-let-7i	NA	MMP11	4320
hsa-miR-1	NA	ARF4	378
hsa-miR-1	NA	H3F3C	440093
hsa-miR-1	NA	TPM4	7171
hsa-miR-1	NA	VEGFA	7422
hsa-miR-101	NA	CPEB3	22849
hsa-miR-101	NA	RAP1B	5908
hsa-miR-103	NA	CPEB3	22849
hsa-miR-103	NA	TRAM1	23471
hsa-miR-103	NA	UPF2	26019
hsa-miR-103	NA	VEGFA	7422
hsa-miR-105	NA	TRAM1	23471
hsa-miR-106a	NA	CPEB3	22849
hsa-miR-106a	NA	VEGFA	7422
hsa-miR-106a	NA	ZRANB1	54764
hsa-miR-106b	NA	CPEB3	22849
hsa-miR-106b	NA	FAM190B	54462
hsa-miR-106b	NA	VEGFA	7422
hsa-miR-106b	NA	ZRANB1	54764
hsa-miR-107	NA	ARF4	378
hsa-miR-107	NA	CPEB3	22849
hsa-miR-107	NA	PTX3	5806
hsa-miR-107	NA	TRAM1	23471
hsa-miR-107	NA	UPF2	26019
hsa-miR-107	NA	VEGFA	7422
hsa-miR-10a	NA	MRPS12	6183
hsa-miR-10a	NA	ZMYND11	10771
hsa-miR-10b	NA	MRPS12	6183
hsa-miR-10b	NA	ZMYND11	10771
hsa-miR-122	NA	CLIC1	1192
hsa-miR-122	NA	TUBA1C	84790
hsa-miR-124	NA	CALU	813
hsa-miR-124	NA	KDELR2	11014
hsa-miR-124	NA	PLP2	5355
hsa-miR-125a-3p	NA	MMP11	4320
hsa-miR-125a-5p	NA	MMP11	4320
hsa-miR-125a-5p	NA	SLAMF9	89886
hsa-miR-125a-5p	NA	VEGFA	7422
hsa-miR-125b	NA	CPEB3	22849
hsa-miR-125b	NA	MMP11	4320
hsa-miR-125b	NA	SLAMF9	89886
hsa-miR-126	NA	VEGFA	7422
hsa-miR-128	NA	H3F3C	440093
hsa-miR-128	NA	TXNDC5	81567
hsa-miR-128a	NA	CPEB3	22849
hsa-miR-128a	NA	RAP1B	5908
hsa-miR-128b	NA	CPEB3	22849
hsa-miR-128b	NA	RAP1B	5908
hsa-miR-129-5p	NA	PTX3	5806
hsa-miR-1297	NA	FAM190B	54462
hsa-miR-1297	NA	TRAM1	23471
hsa-miR-130a	NA	C2orf28	51374
hsa-miR-130a	NA	CPEB3	22849
hsa-miR-130a	NA	TNRC6C	57690
hsa-miR-130b	NA	C2orf28	51374
hsa-miR-130b	NA	COMMD10	51397
hsa-miR-130b	NA	CPEB3	22849
hsa-miR-130b	NA	FRY	10129
hsa-miR-130b	NA	TNRC6C	57690
hsa-miR-132	NA	CALU	813
hsa-miR-132	NA	COMMD10	51397
hsa-miR-132	NA	GBAS	2631
hsa-miR-132	NA	H3F3C	440093
hsa-miR-132	NA	LOX	4015
hsa-miR-132	NA	PDIA6	10130
hsa-miR-133a	NA	VKORC1	79001
hsa-miR-133b	NA	VKORC1	79001
hsa-miR-134	NA	VEGFA	7422
